vid,session,single/multi,test/train,pred,color pair,initial nan,vel nan,correct,final nan,levers,mags,trial type,familiarity,fiber pho,dividers
041624_Cam4_TrNum10_Coop_KL001B-KL001Y,041624_KL001_TimeOut,multi,test,True,KL001B-KL001Y,0.0144580696202531,0.0151173523206751,True,0.0,True,True,coop,TP,False,transparent
041624_Cam3_TrNum7_Coop_KL002B-KL002Y,041624_KL002_TimeOut,multi,test,True,KL002B-KL002Y,0.0411641882257078,0.0420706864941943,True,0.0007129761662253,True,True,coop,TP,False,transparent
041624_Cam3_TrNum9_Coop_KL002B-KL002Y,041624_KL002_TimeOut,multi,test,True,KL002B-KL002Y,0.0708096209599484,0.0737571137120154,True,0.0004939332116396,True,True,coop,TP,False,transparent
041824_Cam4_TrNum5_Coop_KL005Y-KL005B,041824_KL005_TimeOut,multi,test,True,KL005Y-KL005B,0.0749164895232311,0.0793467624928299,True,0.0005297432263724,True,True,coop,TP,False,transparent
041824_Cam4_TrNum7_Coop_KL005Y-KL005B,041824_KL005_TimeOut,multi,test,True,KL005Y-KL005B,0.1216888394873041,0.1302285595192608,True,0.0016620931605821,True,True,coop,TP,False,transparent
041824_Cam3_TrNum11_Coop_KL007Y-KL007G,041824_KL007_TimeOut,multi,test,True,KL007Y-KL007G,0.2937262479871175,0.3441932367149758,True,0.0067504025764895,True,True,coop,TP,False,transparent
041824_Cam3_TrNum5_Coop_KL007Y-KL007G,041824_KL007_TimeOut,multi,test,True,KL007Y-KL007G,0.2927765864506393,0.3496187753157017,True,0.005204114049718,True,True,coop,TP,False,transparent
041924_Cam4_TrNum12_Coop_KL002B-KL002Y,041924_KL002_TimeOut,multi,test,True,KL002B-KL002Y,0.0687745311818578,0.0739254736638077,True,0.0006687018461985,True,True,coop,TP,False,transparent
041924_Cam4_TrNum5_Coop_KL002B-KL002Y,041924_KL002_TimeOut,multi,test,True,KL002B-KL002Y,0.0636709110650478,0.0674809989142236,True,0.0005527588589477,True,True,coop,TP,False,transparent
042224_Cam2_TrNum5_Coop_KL005Y-KL005B,042224_KL005_TimeOut,multi,test,True,KL005Y-KL005B,0.0827981437069797,0.087884261998941,True,0.0006431619273055,True,True,coop,TP,False,transparent
042224_Cam2_TrNum7_Coop_KL005Y-KL005B,042224_KL005_TimeOut,multi,test,True,KL005Y-KL005B,0.184577778783695,0.1957721295520901,True,0.0038895050132403,True,True,coop,TP,False,transparent
042224_Cam4_TrNum12_Coop_KL006G-KL006R,042224_KL006_TimeOut,multi,test,True,KL006G-KL006R,0.039609659278862,0.0410585511081706,True,0.000201786304995,True,True,coop,TP,False,transparent
042224_Cam4_TrNum5_Coop_KL006G-KL006R,042224_KL006_TimeOut,multi,test,True,KL006G-KL006R,0.1319755958390027,0.1367664486678663,True,0.0021792564631523,True,True,coop,TP,False,transparent
042224_Cam3_TrNum12_Coop_KL007Y-KL007G,042224_KL007_TimeOut,multi,test,True,KL007Y-KL007G,0.2923459244532803,0.3510792388525987,True,0.003976143141153,True,True,coop,TP,False,transparent
042224_Cam3_TrNum6_Coop_KL007Y-KL007G,042224_KL007_TimeOut,multi,test,True,KL007Y-KL007G,0.282776738801318,0.3324383293258527,True,0.0045752070531659,True,True,coop,TP,False,transparent
042324_Cam4_TrNum7_Coop_KL002B-KL002Y,042324_KL002_TimeOut,multi,test,True,KL002B-KL002Y,0.0459204046319712,0.0492679355783308,True,1.996539331824837e-05,True,True,coop,TP,False,transparent
042324_Cam4_TrNum5_Coop_KL002B-KL002Y,042324_KL002_TimeOut,multi,test,True,KL002B-KL002Y,0.0814073889993373,0.0859633863485752,True,0.0008055831676607,True,True,coop,TP,False,transparent
042424_Cam2_TrNum5_Coop_KL005Y-KL005B,042424_KL005_TimeOut,multi,test,True,KL005Y-KL005B,0.0457389618401339,0.047682206750683,True,0.000938574072442,True,True,coop,TP,False,transparent
042424_Cam2_TrNum12_Coop_KL005Y-KL005B,042424_KL005_TimeOut,multi,test,True,KL005Y-KL005B,0.0465519803819573,0.0482722746525971,True,0.000105892843873,True,True,coop,TP,False,transparent
042424_Cam3_TrNum12_Coop_KL006G-KL006R,042424_KL006_TimeOut,multi,test,True,KL006G-KL006R,0.1346634834015461,0.142962710322874,True,0.0028393587994542,True,True,coop,TP,False,transparent
042424_Cam3_TrNum5_Coop_KL006G-KL006R,042424_KL006_TimeOut,multi,test,True,KL006G-KL006R,0.0608746440826458,0.0634518507702416,True,0.0016865006935825,True,True,coop,TP,False,transparent
042424_Cam4_TrNum7_Coop_KL007Y-KL007G,042424_KL007_TimeOut,multi,test,True,KL007Y-KL007G,0.290644270863922,0.3411111763669466,True,0.0046778645680389,True,True,coop,TP,False,transparent
042624_Cam2_TrNum8_Coop_KL001B-KL001Y,042624_KL001_TimeOut,multi,test,True,KL001B-KL001Y,0.2978777615511295,0.3173600969455924,True,0.008593046018084,True,True,coop,TP,False,transparent
042624_Cam2_TrNum6_Coop_KL001B-KL001Y,042624_KL001_TimeOut,multi,test,True,KL001B-KL001Y,0.2480650658404337,0.2671820294345469,True,0.0044879938032532,True,True,coop,TP,False,transparent
042624_Cam3_TrNum5_Coop_KL002B-KL002Y,042624_KL002_TimeOut,multi,test,True,KL002B-KL002Y,0.0245639373402955,0.0250194422841906,True,3.3329630041106545e-05,True,True,coop,TP,False,transparent
042624_Cam3_TrNum7_Coop_KL002B-KL002Y,042624_KL002_TimeOut,multi,test,True,KL002B-KL002Y,0.0201241236639466,0.0206872773244454,True,0.0,True,True,coop,TP,False,transparent
042624_Cam4_TrNum7_Coop_KL004G-KL004R,042624_KL004_TimeOut,multi,test,True,KL004G-KL004R,0.0706012892317446,0.0740727042164218,True,0.0006789601606255,True,True,coop,TP,False,transparent
042624_Cam4_TrNum9_Coop_KL004G-KL004R,042624_KL004_TimeOut,multi,test,True,KL004G-KL004R,0.0792998055015282,0.0831712512735019,True,0.000555709919422,True,True,coop,TP,False,transparent
042924_Cam4_TrNum5_Coop_KL005Y-KL005B,042924_KL005_TimeOut,multi,test,True,KL005Y-KL005B,0.0462223678722516,0.0495829112792706,True,0.0001772627063099,True,True,coop,TP,False,transparent
042924_Cam4_TrNum12_Coop_KL005Y-KL005B,042924_KL005_TimeOut,multi,test,True,KL005Y-KL005B,0.088556170131604,0.0918857796790278,True,0.0022983024985695,True,True,coop,TP,False,transparent
042924_Cam1_TrNum9_Coop_KL006G-KL006R,042924_KL006_TimeOut,multi,test,True,KL006G-KL006R,0.2044885253022515,0.2064359661188735,True,0.0028089480923767,True,True,coop,TP,False,transparent
042924_Cam1_TrNum11_Coop_KL006G-KL006R,042924_KL006_TimeOut,multi,test,True,KL006G-KL006R,0.1915161580513459,0.1950522455193412,True,0.0029582727838903,True,True,coop,TP,False,transparent
042924_Cam3_TrNum12_Coop_KL007Y-KL007G,042924_KL007_TimeOut,multi,test,True,KL007Y-KL007G,0.2905134510768313,0.3301140174379611,True,0.0074111334674714,True,True,coop,TP,False,transparent
042924_Cam3_TrNum7_Coop_KL007Y-KL007G,042924_KL007_TimeOut,multi,test,True,KL007Y-KL007G,0.2826678513911256,0.3200199922252457,True,0.0051063475315155,True,True,coop,TP,False,transparent
050824_Cam2_TrNum9_Coop_EB001R-EB031B,050824_EB001R-031B-027Y_TimeOut_CNO,multi,test,True,EB001R-EB031B,0.0909999528546508,0.0913629720428079,True,0.0014685776248173,True,True,coop,TP,False,transparent
050824_Cam2_TrNum11_Coop_EB001R-EB027Y,050824_EB001R-031B-027Y_TimeOut_CNO,multi,test,True,EB001R-EB027Y,0.161914011538573,0.1661757458034963,True,0.0015046531180239,True,True,coop,UF,False,transparent
050824_Cam3_TrNum7_Coop_EB007R-EB003B,050824_EB007R-005Y-003B_TimeOut_CNO,multi,test,True,EB007R-EB003B,0.1123023926511429,0.1174108096560564,True,0.0019814142277291,True,True,coop,UF,False,transparent
050824_Cam3_TrNum10_Coop_EB007R-EB005Y,050824_EB007R-005Y-003B_TimeOut_CNO,multi,test,True,EB007R-EB005Y,0.1633638634471274,0.1714078847337364,True,0.0024508561705824,True,True,coop,TP,False,transparent
050824_Cam1_TrNum7_Coop_EB015R-EB011Y,050824_EB015R-011Y-009B_TimeOut_CNO,multi,test,True,EB015R-EB011Y,0.1421271333168439,0.149027949542419,True,0.0024857778877071,True,True,coop,TP,False,transparent
050824_Cam1_TrNum11_Coop_EB015R-EB009B,050824_EB015R-011Y-009B_TimeOut_CNO,multi,test,True,EB015R-EB009B,0.0449128233269312,0.0462398044448878,True,0.0008493178020004,True,True,coop,UF,False,transparent
050824_Cam4_TrNum12_Coop_EB021R-EB019Y,050824_EB021R-023B-019Y_TimeOut_CNO,multi,test,True,EB021R-EB019Y,0.1816702790200005,0.1866580701802518,True,0.0136725287387857,True,True,coop,UF,False,transparent
050824_Cam4_TrNum8_Coop_EB021R-EB023B,050824_EB021R-023B-019Y_TimeOut_CNO,multi,test,True,EB021R-EB023B,0.0560903810963481,0.0569536160394621,True,0.000447529636407,True,True,coop,TP,False,transparent
051024_Cam2_TrNum12_Coop_EB005Y-EB003B,051024_EB005Y-007R-003B_TimeOut_CNO,multi,test,True,EB005Y-EB003B,0.1002869253342028,0.1014802738832735,True,0.0009928268666449,True,True,coop,UF,False,transparent
051024_Cam2_TrNum7_Coop_EB005Y-EB007R,051024_EB005Y-007R-003B_TimeOut_CNO,multi,test,True,EB005Y-EB007R,0.2039369451853031,0.211054496238207,True,0.0040324827833286,True,True,coop,TP,False,transparent
051024_Cam3_TrNum7_Coop_EB011Y-EB009B,051024_EB011Y-015R-009B_TimeOut_CNO,multi,test,True,EB011Y-EB009B,0.0910597470562581,0.0960259485390318,True,0.0007441125163541,True,True,coop,UF,False,transparent
051024_Cam3_TrNum9_Coop_EB011Y-EB015R,051024_EB011Y-015R-009B_TimeOut_CNO,multi,test,True,EB011Y-EB015R,0.0585131332082551,0.0593198874296435,True,0.0007621951219512,True,True,coop,TP,False,transparent
051024_Cam1_TrNum7_Coop_EB023B-EB021R,051024_EB023B-021R-019Y_TimeOut_CNO,multi,test,True,EB023B-EB021R,0.0520079663883887,0.0528673541768974,True,0.0005360942871173,True,True,coop,TP,False,transparent
051024_Cam1_TrNum12_Coop_EB023B-EB019Y,051024_EB023B-021R-019Y_TimeOut_CNO,multi,test,True,EB023B-EB019Y,0.1027785024784763,0.1050482650665275,True,0.0018409209496477,True,True,coop,UF,False,transparent
051024_Cam4_TrNum10_Coop_EB031B-EB001R,051024_EB031B-001R-027Y_TimeOut_CNO,multi,test,True,EB031B-EB001R,0.0448446467445082,0.0451041185654286,True,0.0003650196802779,True,True,coop,TP,False,transparent
051024_Cam4_TrNum8_Coop_EB031B-EB027Y,051024_EB031B-001R-027Y_TimeOut_CNO,multi,test,True,EB031B-EB027Y,0.1177542016806722,0.1207731092436974,True,0.0022678571428571,True,True,coop,UF,False,transparent
051324_Cam1_TrNum11_Coop_EB001R-EB031B,051324_EB001R-031B-033Y_TimeOut_VEH,multi,test,True,EB001R-EB031B,0.0618646958499147,0.0633769187038089,True,0.0007049459920409,True,True,coop,TP,False,transparent
051324_Cam2_TrNum7_Coop_EB007R-EB005Y,051324_EB007R-005Y-009B_TimeOut_VEH,multi,test,True,EB007R-EB005Y,0.2103184553660983,0.216934135740555,True,0.0022839351387495,True,True,coop,TP,False,transparent
051324_Cam2_TrNum11_Coop_EB007R-EB009B,051324_EB007R-005Y-009B_TimeOut_VEH,multi,test,True,EB007R-EB009B,0.0920699471329808,0.0930917039446929,True,0.002620475803172,True,True,coop,UF,False,transparent
051324_Cam3_TrNum8_Coop_EB015R-EB011Y,051324_EB015R-011Y-003B_TimeOut_VEH,multi,test,True,EB015R-EB011Y,0.0643384097674619,0.0663747357521894,True,0.0005177099961171,True,True,coop,TP,False,transparent
051324_Cam3_TrNum12_Coop_EB015R-EB003B,051324_EB015R-011Y-003B_TimeOut_VEH,multi,test,True,EB015R-EB003B,0.0768257523904341,0.0822558231182461,True,0.000803725136374,True,True,coop,UF,False,transparent
051324_Cam4_TrNum9_Coop_EB021R-EB027Y,051324_EB021R-023B-027Y_TimeOut_VEH,multi,test,True,EB021R-EB027Y,0.2049294895794334,0.2157369274928241,True,0.0038612255085486,True,True,coop,UF,False,transparent
051324_Cam4_TrNum7_Coop_EB021R-EB023B,051324_EB021R-023B-027Y_TimeOut_VEH,multi,test,True,EB021R-EB023B,0.0658618360147121,0.0668776740811169,True,0.000419095753997,True,True,coop,TP,False,transparent
051424_Cam4_TrNum9_Coop_EB005Y-EB007R,051424_EB005Y-007R-009B_TimeOut_VEH,multi,test,True,EB005Y-EB007R,0.2444254338489472,0.254170885854953,True,0.0043507105695031,True,True,coop,TP,False,transparent
051424_Cam1_TrNum7_Coop_EB011Y-EB003B,051424_EB011Y-015R-003B_TimeOut_VEH,multi,test,True,EB011Y-EB003B,0.1870943798854173,0.2074014798320692,True,0.0026558114721777,True,True,coop,UF,False,transparent
051424_Cam1_TrNum10_Coop_EB011Y-EB015R,051424_EB011Y-015R-003B_TimeOut_VEH,multi,test,True,EB011Y-EB015R,0.0846643724536213,0.0881096475614097,True,0.0006032198093429,True,True,coop,TP,False,transparent
051424_Cam2_TrNum7_Coop_EB023B-EB021R,051424_EB023B-021R-027Y_TimeOut_VEH,multi,test,True,EB023B-EB021R,0.0532574468085106,0.0536234042553191,True,0.0013659574468085,True,True,coop,TP,False,transparent
051424_Cam2_TrNum10_Coop_EB023B-EB027Y,051424_EB023B-021R-027Y_TimeOut_VEH,multi,test,True,EB023B-EB027Y,0.0559926096502972,0.0575536871418625,True,0.0007028865206447,True,True,coop,UF,False,transparent
051424_Cam3_TrNum7_Coop_EB031B-EB033Y,051424_EB031B-001R-033Y_TimeOut_VEH,multi,test,True,EB031B-EB033Y,0.0641875629075314,0.0659161524659752,True,0.0011804735022537,True,True,coop,UF,False,transparent
051424_Cam3_TrNum11_Coop_EB031B-EB001R,051424_EB031B-001R-033Y_TimeOut_VEH,multi,test,True,EB031B-EB001R,0.0349256068911511,0.0360349778125815,True,0.0001087618550421,True,True,coop,TP,False,transparent
051524_Cam1_TrNum11_Coop_EB001R-EB031B,051524_EB001R-031B-019Y_TimeOut_VEH,multi,test,True,EB001R-EB031B,0.0666870266308331,0.0684644515025653,True,0.0012124358661128,True,True,coop,TP,False,transparent
051524_Cam1_TrNum7_Coop_EB001R-EB019Y,051524_EB001R-031B-019Y_TimeOut_VEH,multi,test,True,EB001R-EB019Y,0.1577806094900758,0.1613485669855942,True,0.0049664154121941,True,True,coop,UF,False,transparent
051524_Cam2_TrNum11_Coop_EB007R-EB027Y,051524_EB007R-005Y-027Y_TimeOut_VEH,multi,test,True,EB007R-EB027Y,0.1342124175858513,0.1395212948786051,True,0.0022310408399212,True,True,coop,UF,False,transparent
051524_Cam2_TrNum7_Coop_EB007R-EB005Y,051524_EB007R-005Y-027Y_TimeOut_VEH,multi,test,True,EB007R-EB005Y,0.2092876887093344,0.2170614501382096,True,0.0034935147778014,True,True,coop,TP,False,transparent
051524_Cam3_TrNum12_Coop_EB015R-EB033Y,051524_EB015R-011Y_033Y_TimeOut_VEH,multi,test,True,EB015R-EB033Y,0.174690162664601,0.1794818831224718,True,0.0082386608141836,True,True,coop,UF,False,transparent
051524_Cam3_TrNum8_Coop_EB015R-EB011Y,051524_EB015R-011Y_033Y_TimeOut_VEH,multi,test,True,EB015R-EB011Y,0.0580078125,0.060382080078125,True,0.0008148193359375,True,True,coop,TP,False,transparent
051524_Cam4_TrNum7_Coop_EB021R-EB023B,051524_EB021R-023B-009B_TimeOut_VEH,multi,test,True,EB021R-EB023B,0.0875304726770651,0.088358898021703,True,0.0018143377990637,True,True,coop,TP,False,transparent
051524_Cam4_TrNum9_Coop_EB021R-EB009B,051524_EB021R-023B-009B_TimeOut_VEH,multi,test,True,EB021R-EB009B,0.1015115115115115,0.103571071071071,True,0.002595095095095,True,True,coop,UF,False,transparent
052024_Cam1_TrNum7_Coop_EB011Y-EB017B,052024_EB011Y-015R-017B_TimeOut_VEH_BAD,multi,test,True,EB011Y-EB017B,0.221642948674715,0.245657696544592,True,0.00482228367168,True,True,coop,UF,False,transparent
052024_Cam2_TrNum7_Coop_EB027Y-EB029R,052024_EB027Y-029R-EB023B_TimeOut_VEH_BAD,multi,test,True,EB027Y-EB029R,0.2169660902762182,0.2311273298899618,True,0.0037693689647428,True,True,coop,TP,False,transparent
052024_Cam3_TrNum7_Coop_EB031B-EB019Y,052024_EB031B-001R-EB019Y_TimeOut_VEH_BAD,multi,test,True,EB031B-EB019Y,0.1343152454780361,0.1371441411077407,True,0.0029030446017301,True,True,coop,UF,False,transparent
052124_Cam3_TrNum10_Coop_EB001R-EB031B,052124_EB001R-031B-003B_TimeOut_CNO,multi,test,True,EB001R-EB031B,0.0476173595989264,0.0491796222210968,True,0.0004469033270876,True,True,coop,TP,False,transparent
052124_Cam3_TrNum8_Coop_EB001R-EB003B,052124_EB001R-031B-003B_TimeOut_CNO,multi,test,True,EB001R-EB003B,0.0851713199782813,0.0903695024719229,True,0.001631754922413,True,True,coop,UF,False,transparent
052124_Cam1_TrNum9_Coop_EB007R-EB005Y,052124_EB007R-005Y-023B_TimeOut_CNO,multi,test,True,EB007R-EB005Y,0.179065362761393,0.1839163542190097,True,0.0027985002512465,True,True,coop,TP,False,transparent
052124_Cam1_TrNum7_Coop_EB007R-EB023B,052124_EB007R-005Y-023B_TimeOut_CNO,multi,test,True,EB007R-EB023B,0.104391568992404,0.1059308818351023,True,0.0018474269329443,True,True,coop,UF,False,transparent
052124_Cam4_TrNum8_Coop_EB015R-EB011Y,052124_EB015R-011Y_019Y_TimeOut_CNO,multi,test,True,EB015R-EB011Y,0.1360655737704918,0.1454867965553743,True,0.0016808285411838,True,True,coop,TP,False,transparent
052124_Cam4_TrNum12_Coop_EB015R-EB019Y,052124_EB015R-011Y_019Y_TimeOut_CNO,multi,test,True,EB015R-EB019Y,0.1892646602544213,0.1953335401799565,True,0.0071253490536766,True,True,coop,UF,False,transparent
052124_Cam2_TrNum12_Coop_EB029R-EB027Y,052124_EB029R-027Y-033Y_TimeOut_CNO,multi,test,True,EB029R-EB027Y,0.2219031356721515,0.2312170133498913,True,0.0054858739521887,True,True,coop,TP,False,transparent
052124_Cam2_TrNum7_Coop_EB029R-EB033Y,052124_EB029R-027Y-033Y_TimeOut_CNO,multi,test,True,EB029R-EB033Y,0.2392140552530752,0.2531911675741077,True,0.0065713853599516,True,True,coop,UF,False,transparent
052324_Cam3_TrNum10_Coop_EB007R-EB005Y,052324_EB007R-005Y-033Y_TimeOut_VEH,multi,test,True,EB007R-EB005Y,0.1897138324127394,0.2017452109531084,True,0.0021330356093548,True,True,coop,TP,False,transparent
052324_Cam3_TrNum12_Coop_EB007R-EB033Y,052324_EB007R-005Y-033Y_TimeOut_VEH,multi,test,True,EB007R-EB033Y,0.163063622855599,0.1764068620829393,True,0.006238011616912,True,True,coop,UF,False,transparent
052324_Cam2_TrNum7_Coop_EB015R-EB023B,052324_EB015R-011Y_023B_TimeOut_VEH,multi,test,True,EB015R-EB023B,0.0739167924121577,0.0753977150247898,True,0.0011370985126104,True,True,coop,UF,False,transparent
052324_Cam2_TrNum12_Coop_EB015R-EB011Y,052324_EB015R-011Y_023B_TimeOut_VEH,multi,test,True,EB015R-EB011Y,0.1182011297252933,0.1194998310239946,True,0.0013252546709795,True,True,coop,TP,False,transparent
052324_Cam4_TrNum12_Coop_EB029R-EB027Y,052324_EB029R-027Y-003B_TimeOut_VEH,multi,test,True,EB029R-EB027Y,0.1523785097192224,0.1635448164146868,True,0.002877969762419,True,True,coop,TP,False,transparent
052324_Cam4_TrNum10_Coop_EB029R-EB003B,052324_EB029R-027Y-003B_TimeOut_VEH,multi,test,True,EB029R-EB003B,0.1578343313373253,0.1635728542914171,True,0.00396373918829,True,True,coop,UF,False,transparent
052424_Cam1_TrNum9_Coop_EB005Y-EB023B,052424_EB005Y-007R-023B_TimeOut_CNO,multi,test,True,EB005Y-EB023B,0.0716939328156122,0.0755052257010496,True,0.0010619251169348,True,True,coop,UF,False,transparent
052424_Cam1_TrNum11_Coop_EB005Y-EB007R,052424_EB005Y-007R-023B_TimeOut_CNO,multi,test,True,EB005Y-EB007R,0.1858417313728729,0.1886777906272372,True,0.0048488352882868,True,True,coop,TP,False,transparent
052424_Cam2_TrNum12_Coop_EB011Y-EB015R,052424_EB011Y-015R-003B_TimeOut_CNO,multi,test,True,EB011Y-EB015R,0.1222311289245157,0.1224649298597194,True,0.0012792251169004,True,True,coop,TP,False,transparent
052424_Cam2_TrNum7_Coop_EB011Y-EB003B,052424_EB011Y-015R-003B_TimeOut_CNO,multi,test,True,EB011Y-EB003B,0.0916343836472373,0.0965134339016334,True,0.0004757654199767,True,True,coop,UF,False,transparent
052424_Cam3_TrNum12_Coop_EB027Y-EB029R,052424_EB027Y-029R-017B_TimeOut_CNO,multi,test,True,EB027Y-EB029R,0.123333681753249,0.133991846973973,True,0.001057454444096,True,True,coop,TP,False,transparent
